STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :Превосходный
STR_TMPL_CONFIG_KEEPREMAINDERS                                  :сохранить остатки
STR_TMPL_CONFIG_OLD_ONLY                                        :только старые

STR_TMPL_SECTION_REFIT                                          :{BLACK}Переоборудование
STR_TMPL_SECTION_DEPOT_VEHICLES                                 :{BLACK}Транспортные средства депо
STR_TMPL_SECTION_WHEN                                           :{BLACK}Когда

STR_TMPL_NUM_TRAINS_NEED_RPL                                    :Поезда для замены: {COLOUR}{COMMA}

STR_TMPL_CARGO_SUMMARY                                          :{CARGO_LONG}
STR_TMPL_CARGO_SUMMARY_MULTI                                    :{CARGO_LONG} (x{NUM})

STR_TMPL_RPLALLGUI_TITLE                                        :{WHITE}Заменить все шаблонные транспортные средства
STR_TMPL_RPLALLGUI_INSET_TOP                                    :{BLACK}Выберите тип транспортного средства и замену
STR_TMPL_RPLALLGUI_INSET_TOP_1                                  :{BLACK}Шаблонные двигатели
STR_TMPL_RPLALLGUI_INSET_TOP_2                                  :{BLACK}Двигатели, которые можно купить
STR_TMPL_RPLALLGUI_INSET_BOTTOM                                 :{BLACK}Текущий список шаблонов (обновляется только после замены)
STR_TMPL_RPLALLGUI_BUTTON_RPLALL                                :{BLACK}Заменить всё
STR_TMPL_RPLALLGUI_BUTTON_APPLY                                 :{BLACK}Применить
STR_TMPL_RPLALLGUI_BUTTON_CANCEL                                :{BLACK}Отмена
STR_TMPL_RPLALLGUI_USE_TIP                                      :{BLACK}Выберите тип транспортного средства из каждого списка и нажмите «Заменить всё». Если вас устраивает результат, отображаемый в списке шаблонов, нажмите «Применить» чтобы реально применить эти изменения.

STR_TMPL_CANT_CREATE                                            :{WHITE}Невозможно создать шаблон или виртуальное транспортное средство...
STR_TMPL_CANT_RENAME                                            :{WHITE}Невозможно переименовать шаблон...

# Scheduled Dispatch
STR_SCHDISPATCH_CAPTION                                         :{WHITE}{VEHICLE} (Расписание отправки)
STR_SCHDISPATCH_ENABLED                                         :{BLACK}Включить
STR_SCHDISPATCH_ENABLED_TOOLTIP                                 :{BLACK}Включить отправку по расписанию для этого задания.
STR_SCHDISPATCH_ADD                                             :{BLACK}Добавить слот
STR_SCHDISPATCH_ADD_TOOLTIP                                     :{BLACK}Добавить новый слот отправления для этого расписания.
STR_SCHDISPATCH_ADD_TOOLTIP_EXTRA                               :{BLACK}{STRING} Ctrl+клик добавить сразу несколько слотов отправления.
STR_SCHDISPATCH_ADD_CAPTION                                     :{BLACK}Слот отправления
STR_SCHDISPATCH_DURATION                                        :{BLACK}Продолжительность
STR_SCHDISPATCH_DURATION_TOOLTIP                                :{BLACK}Установить продолжительность этого расписания.
STR_SCHDISPATCH_DURATION_CAPTION_MINUTE                         :{BLACK}Продолжительность (минуты)
STR_SCHDISPATCH_DURATION_CAPTION_DAY                            :{BLACK}Продолжительность (дни)
STR_SCHDISPATCH_DURATION_CAPTION_TICKS                          :{BLACK}Продолжительность (тики)
STR_SCHDISPATCH_START                                           :{BLACK}Стартовая дата
STR_SCHDISPATCH_SET_START                                       :{BLACK}Установить дату старта
STR_SCHDISPATCH_START_TIME                                      :{BLACK}Время старта
STR_SCHDISPATCH_SET_START_TIME                                  :{BLACK}Установить время старта
STR_SCHDISPATCH_START_TOOLTIP                                   :{BLACK}Выбрать дату для старта этого расписания.
STR_SCHDISPATCH_START_CAPTION_MINUTE                            :{BLACK}Время старта (ччмм)
STR_SCHDISPATCH_DELAY                                           :{BLACK}Задержка
STR_SCHDISPATCH_DELAY_TOOLTIP                                   :{BLACK}Установить максимальную задержку, пока слот не будет пропущен.
STR_SCHDISPATCH_DELAY_CAPTION_MINUTE                            :{BLACK}Задержка (минуты)
STR_SCHDISPATCH_DELAY_CAPTION_DAY                               :{BLACK}Задержка (дни)
STR_SCHDISPATCH_DELAY_CAPTION_TICKS                             :{BLACK}Задержка (тики)
STR_SCHDISPATCH_ADJUST                                          :{BLACK}Настроить слоты
STR_SCHDISPATCH_ADJUST_TOOLTIP                                  :{BLACK}Настроить все слоты отправления в этом расписании.
STR_SCHDISPATCH_REMOVE                                          :{BLACK}Удалить слоты
STR_SCHDISPATCH_REMOVE_TOOLTIP                                  :{BLACK}Включить удаление слотов отправления из этого расписания.
STR_SCHDISPATCH_REMOVE_SLOT                                     :{BLACK}Удалить слот для отправления
STR_SCHDISPATCH_ADJUST_CAPTION_MINUTE                           :{BLACK}Поправка к добавлению (минуты)
STR_SCHDISPATCH_ADJUST_CAPTION_DAY                              :{BLACK}Поправка к добавлению (дни)
STR_SCHDISPATCH_ADJUST_CAPTION_TICKS                            :{BLACK}Поправка к добавлению (тики)
STR_SCHDISPATCH_RESET_LAST_DISPATCH                             :{BLACK}Сбросить последнего отправленного
STR_SCHDISPATCH_RESET_LAST_DISPATCH_TOOLTIP                     :{BLACK}Сброс последней отправки транспортного средства из расписания.
STR_SCHDISPATCH_CLEAR                                           :{BLACK}Очистить слоты отправления
STR_SCHDISPATCH_CLEAR_TOOLTIP                                   :{BLACK}Очистить все слоты отправления из расписания.
STR_SCHDISPATCH_MANAGE                                          :{BLACK}Управление расписанием
STR_SCHDISPATCH_MANAGE_TOOLTIP_SUFFIX                           :{}{}{STRING}
STR_SCHDISPATCH_PREV_SCHEDULE                                   :{BLACK}Прерыдущее
STR_SCHDISPATCH_PREV_SCHEDULE_TOOLTIP                           :{BLACK}Перейти к предыдущему расписанию отправлений
STR_SCHDISPATCH_NEXT_SCHEDULE                                   :{BLACK}Следующее
STR_SCHDISPATCH_NEXT_SCHEDULE_TOOLTIP                           :{BLACK}Перейти к следующему расписанию отправлений
STR_SCHDISPATCH_ADD_SCHEDULE                                    :{BLACK}Добавить
STR_SCHDISPATCH_ADD_SCHEDULE_TOOLTIP                            :{BLACK}Добавить новое расписание отправлений
