STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_SCHDISPATCH_MOVE_SCHEDULE                                   :{BLACK}更改時刻表在清單中的位置
STR_SCHDISPATCH_DATE_WALLCLOCK_TINY_FLAGGED                     :{TT_TIME}*
STR_SCHDISPATCH_SLOT_TOOLTIP                                    :{BLACK}{TT_TIME}
STR_SCHDISPATCH_SLOT_TOOLTIP_RELATIVE                           :（自開始 {TIME_HHMM} 後）
STR_SCHDISPATCH_SLOT_TOOLTIP_VEHICLE                            :{}車輛發車時間
STR_SCHDISPATCH_SLOT_TOOLTIP_LAST                               :{}最近發車時間
STR_SCHDISPATCH_SLOT_TOOLTIP_NEXT                               :{}下一可用發車時間
STR_SCHDISPATCH_SLOT_TOOLTIP_REUSE                              :{}發車時間可被多次使用
STR_SCHDISPATCH_SLOT_TOOLTIP_TIME_SUFFIX                        :（{TT_TIME}）
STR_SCHDISPATCH_SLOT_TOOLTIP_TAG                                :{}標簽 #{NUM}
STR_SCHDISPATCH_SLOT_TOOLTIP_TAG_NAMED                          :{}標簽 #{NUM}：{STRING}

STR_SCHDISPATCH_SUMMARY_NO_LAST_DEPARTURE                       :{BLACK}線路最近沒有發車。
STR_SCHDISPATCH_SUMMARY_VEHICLE_NO_LAST_DEPARTURE               :{BLACK}車輛最近沒有發車
STR_SCHDISPATCH_SUMMARY_DEPARTURE_DETAILS                       :（{STRING}）
STR_SCHDISPATCH_SUMMARY_DEPARTURE_DETAIL_SEPARATOR              :，{STRING}
STR_SCHDISPATCH_SUMMARY_DEPARTURE_DETAIL_WAS_FIRST              :最早發車時間
STR_SCHDISPATCH_SUMMARY_DEPARTURE_DETAIL_WAS_LAST               :最晚發車時間
STR_SCHDISPATCH_SUMMARY_DEPARTURE_DETAIL_TAG                    :標簽 #{NUM}
STR_SCHDISPATCH_SUMMARY_DEPARTURE_DETAIL_TAG_NAMED              :標簽 #{NUM}（{STRING}）

STR_SCHDISPATCH_SUMMARY_LAST_DEPARTURE_PAST                     :{BLACK}最後一班已於 {TT_TIME} 發車。
STR_SCHDISPATCH_SUMMARY_LAST_DEPARTURE_FUTURE                   :{BLACK}最後一班尚未發車，計劃於 {TT_TIME} 發車。

STR_SCHDISPATCH_SUMMARY_VEHICLE_DEPARTURE_PAST                  :{BLACK}當前車輛已於 {TT_TIME} 發車{STRING}。
STR_SCHDISPATCH_SUMMARY_VEHICLE_DEPARTURE_FUTURE                :{BLACK}當前車輛尚未離開，計劃於 {TT_TIME} 發車{STRING}。

STR_SCHDISPATCH_SUMMARY_L1                                      :{BLACK}預計時刻表至少需要 {COMMA} 輛的車輛。
STR_SCHDISPATCH_SUMMARY_L2                                      :{BLACK}本時刻表每 {STRING} 重複一次。
STR_SCHDISPATCH_SUMMARY_L3                                      :{BLACK}時刻表時間範圍：{TT_TIME}-{TT_TIME}
STR_SCHDISPATCH_SUMMARY_L4                                      :{BLACK}在跳過發車時間前最多允許延誤 {STRING}。
STR_SCHDISPATCH_SUMMARY_NOT_ENABLED                             :{BLACK}時刻表尚未啟用
STR_SCHDISPATCH_SUMMARY_REUSE_SLOTS_ENABLED                     :{BLACK}所有發車時間可被多次使用
STR_SCHDISPATCH_SUMMARY_NEXT_AVAILABLE_DEPARTURE                :{BLACK}下一可用發車時間：{TT_TIME}。

STR_SCHDISPATCH_SLOT_OUTSIDE_SCHEDULE                           :{BLACK}在時刻表持續時間外有一個或多個發車時間。

STR_SCHDISPATCH_NOT_ASSIGNED_TO_ORDER                           :{BLACK}時刻表未分配至一項任務
STR_SCHDISPATCH_ASSIGNED_TO_ORDER                               :{BLACK}時刻表已分配至任務 #{NUM}：{STRING}.
STR_SCHDISPATCH_MORE_THAN_N_HOURS_IN_PAST                       :{BLACK}這是在 {NUM} 時或更長時間前。
STR_SCHDISPATCH_MORE_THAN_N_HOURS_IN_FUTURE                     :{BLACK}這是在 {NUM} 時或更長時間後。

STR_SCHDISPATCH_ADD_DEPARTURE_SLOTS_START                       :{BLACK}開始：
STR_SCHDISPATCH_ADD_DEPARTURE_SLOTS_STEP                        :{BLACK}歷時：
STR_SCHDISPATCH_ADD_DEPARTURE_SLOTS_END                         :{BLACK}結束：

STR_SCHDISPATCH_QUERY_CLEAR_SCHEDULE_CAPTION                    :{WHITE}清除發車時間
STR_SCHDISPATCH_QUERY_CLEAR_SCHEDULE_TEXT                       :{WHITE}你確定清除這個時刻表的 {NUM} 項發車時間嗎？

STR_SCHDISPATCH_QUERY_REMOVE_SCHEDULE_CAPTION                   :{WHITE}刪除時刻表
STR_SCHDISPATCH_QUERY_REMOVE_SCHEDULE_TEXT                      :{WHITE}你確定刪除這個時刻表嗎？（包含了 {NUM} 項發車時間）

STR_ERROR_SCHDISPATCH_TRIED_TO_ADD_TOO_MANY_SLOTS               :{WHITE}單次增加的發車時間過多
STR_ERROR_SCHDISPATCH_ADJUSTMENT_TOO_LARGE                      :{WHITE}發車時間調整幅度過大

STR_TOOLTIP_SEPARATION_CANNOT_ENABLE                            :{STRING}{}{}{STRING}
STR_ERROR_SEPARATION_MUTUALLY_EXCLUSIVE                         :{WHITE}調度任務、自動分離與班次均勻之間互不兼容，一次只能啟用一項

STR_CANNOT_ENABLE_BECAUSE_UNBUNCHING                            :由於調度任務中有班次均勻任務而無法啟用
STR_CANNOT_ENABLE_BECAUSE_SCHED_DISPATCH                        :由於已啟用調度任務而無法啟用
STR_CANNOT_ENABLE_BECAUSE_AUTO_SEPARATION                       :由於已啟用自動分離而無法啟用
STR_CANNOT_ENABLE_BECAUSE_TIME_UNITS_UNUSABLE                   :由於時間單位不可用而無法啟用。{}在設定中啟用「用分鐘而不是日來表示時間」

STR_ERROR_UNBUNCHING_NO_UNBUNCHING_SCHED_DISPATCH               :{WHITE}……無法對已使用調度任務的車輛應用班次均勻
STR_ERROR_UNBUNCHING_NO_UNBUNCHING_AUTO_SEPARATION              :{WHITE}……無法對已使用自動分離的車輛應用班次均勻

# Modifier key toggle window
STR_MODIFIER_KEY_TOGGLE_CAPTION                                 :{WHITE}修飾鍵
STR_SHIFT_KEY_NAME                                              :{BLACK}Shift
STR_CTRL_KEY_NAME                                               :{BLACK}Ctrl
STR_MODIFIER_TOGGLE_SHIFT_TOOLTIP                               :{BLACK}點擊以切換 <Shift> 鍵的狀態
STR_MODIFIER_TOGGLE_CTRL_TOOLTIP                                :{BLACK}點擊以切換 <Ctrl> 鍵的狀態

STR_ERROR_TUNNEL_DISALLOWED_ROAD                                :{WHITE}此類型道路無法使用隧道

STR_REFIT_SHIP_PART_DROPDOWN_TOOLTIP                            :{BLACK}選擇這艘船要重新配置的部分
STR_REFIT_WHOLE_SHIP                                            :整艘船
STR_REFIT_SHIP_PART                                             :第 {NUM} 部分

STR_VERY_REDUCED                                                :最大限度降低

STR_STATION_VIEW_RENAME_TOOLTIP_EXTRA                           :{BLACK}{STRING}{}（按住 <Ctrl> 鍵點擊“{STRING}”以產生新的預設名稱）。{}{}按住 <Ctrl> 鍵點擊以與另一個車站交換名稱
STR_ERROR_CAN_T_EXCHANGE_STATION_NAMES                          :{WHITE}無法交換車站名稱……
STR_ERROR_STATIONS_NOT_IN_SAME_TOWN                             :{WHITE}……車站不在同一市鎮
STR_ERROR_STATION_ATTACHED_TO_INDUSTRY                          :{WHITE}……車站已附屬某個工業

STR_RAIL_TOOLBAR_TOOLTIP_CONVERT_RAIL_EXTRA                     :{STRING}{}{BLACK}按住 <Ctrl> 鍵操作以轉換單節軌道而不是整格軌道

STR_CONFIG_SETTING_ALLOW_SHARES                                 :允許購買其他公司的股票：{STRING}
STR_CONFIG_SETTING_ALLOW_SHARES_HELPTEXT                        :啟用時容許公司買賣股票。一所公司必須經營一定年期方能買賣股票

STR_CONFIG_SETTING_MIN_YEARS_FOR_SHARES                         :容許公司買賣股票的最小已存續年期：{STRING}
STR_CONFIG_SETTING_MIN_YEARS_FOR_SHARES_HELPTEXT                :設定容許公司買賣股票的最小已存續年期
STR_CONFIG_SETTING_MIN_YEARS_FOR_SHARES_VALUE                   :{COMMA} 年
STR_CONFIG_SETTING_MIN_YEARS_FOR_SHARES_NO_MIN                  :沒有最低年限

STR_COMPANY_VIEW_SHARES_OWNED_BY                                :{WHITE}（{COMMA}% 由 {COMPANY} 擁有）

STR_COMPANY_VIEW_BUY_SHARE_BUTTON                               :{BLACK}購買 25% 公司股份
STR_COMPANY_VIEW_SELL_SHARE_BUTTON                              :{BLACK}出售 25% 公司股份
STR_COMPANY_VIEW_BUY_SHARE_TOOLTIP                              :{BLACK}購入這所公司的 25% 股份，按住 <Shift> 鍵點擊以顯示預估的購買費用
STR_COMPANY_VIEW_SELL_SHARE_TOOLTIP                             :{BLACK}出售這所公司的 25% 股份，按住 <Shift> 鍵點擊以顯示預估的出售所得

STR_ERROR_CAN_T_BUY_25_SHARE_IN_THIS                            :{WHITE}無法購買這間公司的股份……
STR_ERROR_CAN_T_SELL_25_SHARE_IN                                :{WHITE}無法出售這間公司的股份……
STR_ERROR_PROTECTED                                             :{WHITE}這間公司才剛成立，還不能交易股票……

STR_GAME_OPTIONS_GUI_SCALE_MAIN_TOOLBAR                         :{BLACK}更大的主工具欄
STR_GAME_OPTIONS_GUI_SCALE_MAIN_TOOLBAR_TOOLTIP                 :{BLACK}增加主工具欄的大小

STR_CONFIG_SETTING_INTERFACE_TOOLTIPS                           :{ORANGE}工具提示

STR_CONFIG_SETTING_INSTANT_TILE_TOOLTIP                         :無需右鍵點擊在視點中顯示提示：{STRING}
STR_CONFIG_SETTING_INSTANT_TILE_TOOLTIP_HELPTEXT                :當顯示工具提示設定為右鍵點擊時，顯示地圖建築物資訊（例如工業）而無需右鍵點擊

STR_CONFIG_SETTING_TOWN_NAME_TOOLTIP_MODE                       :在視點工具提示中顯示市鎮名稱：{STRING}
STR_CONFIG_SETTING_TOWN_NAME_TOOLTIP_MODE_HELPTEXT              :在屬於市鎮的道路和房屋中提示市鎮
STR_CONFIG_SETTING_TOWN_NAME_TOOLTIP_MODE_OFF                   :關閉
STR_CONFIG_SETTING_TOWN_NAME_TOOLTIP_MODE_ON_IF_HIDDEN          :開啟，如果市鎮名稱已隱藏
STR_CONFIG_SETTING_TOWN_NAME_TOOLTIP_MODE_ALWAYS_ON             :始終開啟

STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_SHOW                        :顯示工業提示：{STRING}
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_SHOW_HELPTEXT               :當滑鼠指標停留在工業上時顯示相關資訊
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_NAME                        :顯示工業名稱：{STRING}
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_NAME_HELPTEXT               :當滑鼠指標停留在工業上時顯示工業名稱
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_REQUIRED                    :顯示可接收的貨物：{STRING}
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_REQUIRED_HELPTEXT           :當滑鼠指標停留在工業上時顯示工業可接收調度貨物
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_STOCKPILED                  :顯示已生產的貨物：{STRING}
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_STOCKPILED_HELPTEXT         :當滑鼠指標停留在工業上時顯示工業已生產的貨物

STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_PRODUCED                    :顯示可生產的貨物：{STRING}
STR_CONFIG_SETTING_INDUSTRY_TOOLTIP_PRODUCED_HELPTEXT           :當滑鼠指標停留在工業上時顯示工業可生產的貨物

STR_CONFIG_SETTING_DEPOT_TOOLTIP_MODE                           :車廠工具提示：{STRING}
STR_CONFIG_SETTING_DEPOT_TOOLTIP_MODE_HELPTEXT                  :當滑鼠指標停留在車廠上時顯示工具提示
STR_CONFIG_SETTING_DEPOT_TOOLTIP_MODE_OFF                       :關閉
STR_CONFIG_SETTING_DEPOT_TOOLTIP_MODE_SIMPLE                    :簡單
STR_CONFIG_SETTING_DEPOT_TOOLTIP_MODE_DETAILED                  :詳細

STR_CONFIG_SETTING_WAYPOINT_VIEWPORT_TOOLTIP_NAME               :號誌站與浮標工具提示：{STRING}
STR_CONFIG_SETTING_WAYPOINT_VIEWPORT_TOOLTIP_NAME_HELPTEXT      :當滑鼠指標停留在號誌站或浮標上時在工具提示中顯示其名稱。
STR_CONFIG_SETTING_WAYPOINT_VIEWPORT_TOOLTIP_NAME_OFF           :關閉
STR_CONFIG_SETTING_WAYPOINT_VIEWPORT_TOOLTIP_NAME_ON_IF_HIDDEN  :如果號誌站名稱已隱藏則開啟
STR_CONFIG_SETTING_WAYPOINT_VIEWPORT_TOOLTIP_NAME_ALWAYS_ON     :始終開啟

STR_CONFIG_SETTING_STATION_VIEWPORT_TOOLTIP_NAME                :車站工具提示中顯示名稱：{STRING}
STR_CONFIG_SETTING_STATION_VIEWPORT_TOOLTIP_NAME_HELPTEXT       :將滑鼠指標停留車站上方時，在工具提示中顯示車站名稱。
STR_CONFIG_SETTING_STATION_VIEWPORT_TOOLTIP_CARGO               :車站工具提示中顯示貨物詳情：{STRING}
STR_CONFIG_SETTING_STATION_VIEWPORT_TOOLTIP_CARGO_HELPTEXT      :顯示車站評價和貨物總量
STR_CONFIG_SETTING_STATION_VIEWPORT_TOOLTIP_NAME_OFF            :關閉
STR_CONFIG_SETTING_STATION_VIEWPORT_TOOLTIP_NAME_ON_IF_HIDDEN   :如果車站名稱已隱藏則開啟
STR_CONFIG_SETTING_STATION_VIEWPORT_TOOLTIP_NAME_ALWAYS_ON      :始終開啟

STR_CONFIG_SETTING_STATION_RATING_TOOLTIP_MODE                  :車站評價工具提示：{STRING}
STR_CONFIG_SETTING_STATION_RATING_TOOLTIP_MODE_HELPTEXT         :設定是否顯示車站評價的工具提示以及資訊詳細程度。
STR_CONFIG_SETTING_STATION_RATING_TOOLTIP_MODE_OFF              :關閉
STR_CONFIG_SETTING_STATION_RATING_TOOLTIP_MODE_SIMPLE           :簡單
STR_CONFIG_SETTING_STATION_RATING_TOOLTIP_MODE_DETAILED         :詳細

STR_CONFIG_SETTING_CITY_IN_LABEL                                :在市鎮名中顯示是否為城市：{STRING}
STR_CONFIG_SETTING_CITY_IN_LABEL_HELPTEXT                       :在地圖上的市鎮名中顯示市鎮是否為城市

STR_CONFIG_SETTING_CYCLE_SIGNAL_PBS                             :僅限路徑號誌

STR_CONFIG_SETTING_RESTRICT_PATCH                               :非原版設定

STR_VIEWPORT_TOWN_COLOUR                                        :{1:COLOUR}{0:TOWN}
STR_VIEWPORT_TOWN_COLOUR_POP                                    :{WHITE}{TOWN} {COLOUR}（{COMMA}）
STR_VIEWPORT_TOWN_COLOUR_CITY                                   :{1:COLOUR}{0:TOWN}（城市）
STR_VIEWPORT_TOWN_COLOUR_CITY_POP                               :{WHITE}{TOWN} {COLOUR}（城市，{COMMA}）

STR_ABOUT_MENU_SHOW_PICKER_TOOL                                 :選擇器
STR_ABOUT_MENU_SHOW_TOGGLE_MODIFIER_KEYS                        :修飾鍵視窗

STR_ERROR_CAN_T_CHANGE_SPEED_RESTRICTION                        :{WHITE}不能改變車輛的速度限制……

STR_WARNING_PASSWORD_SECURITY                                   :{YELLOW}警告：伺服器管理員可能可以閱讀在此處輸入的任何文字訊息
STR_NETWORK_NEED_COMPANY_PASSWORD_CAPTION                       :{WHITE}公司受保護，請輸入密碼：
STR_NETWORK_CLIENT_LIST_ADMIN_COMPANY_UNLOCK                    :密碼解鎖
STR_NETWORK_CLIENT_LIST_ASK_COMPANY_UNLOCK                      :{YELLOW}你確定要重設 {COMPANY} 的公司密碼嗎？

# Network set password
STR_COMPANY_PASSWORD_CANCEL                                     :{BLACK}不要儲存所輸入的密碼
STR_COMPANY_PASSWORD_OK                                         :{BLACK}為公司設定新密碼
STR_COMPANY_PASSWORD_CAPTION                                    :{WHITE}公司密碼
STR_COMPANY_PASSWORD_MAKE_DEFAULT                               :{BLACK}預設公司密碼
STR_COMPANY_PASSWORD_MAKE_DEFAULT_TOOLTIP                       :{BLACK}使用此密碼作為未來新公司的預設密碼

STR_COMPANY_VIEW_PASSWORD                                       :{BLACK}密碼
STR_COMPANY_VIEW_PASSWORD_TOOLTIP                               :{BLACK}以密碼保護您的公司，避免未授權的玩家接手
STR_COMPANY_VIEW_SET_PASSWORD                                   :{BLACK}設定公司密碼
